title,list_label,link,salary,finish_days
Pengembangan Aplikasi Verifikasi Dokumen Eksport-Import dengan Teknologi OCR,NodeJS| Golang| Phyton,https://projects.co.id/public/browse_projects/view/fe6e1b/pengembangan-aplikasi-verifikasi-dokumen-eksport-import-dengan-teknologi-ocr,Rp 5.000.000 - 8.000.000,14
Buat Pattern Gambar Pakai Ai ( midjourney dkk),Design Arts| Graphic Design| Artificial Intelligence,https://projects.co.id/public/browse_projects/view/596e1b/buat-pattern-gambar-pakai-ai-midjourney-dkk,Rp 120.000 - 150.000,7
Cari programmer Flutter untuk memperbaiki aplikasi iOS,iPhone/iOS| Flutter,https://projects.co.id/public/browse_projects/view/e36e1b/cari-programmer-flutter-untuk-memperbaiki-aplikasi-ios,Rp 1.800.000 - 2.500.000,14
Desgin Logo,Adobe Illustrator,https://projects.co.id/public/browse_projects/view/da6e1b/desgin-logo,Rp 3.000.000 - 4.500.000,30
Redesign Website,Website Building,https://projects.co.id/public/browse_projects/view/d46e1b/redesign-website,Rp 1.000.000 - 1.500.000,30
BOT VIEWRS SHOPEE LIVE MINIMAL 1RB viewrs,Software Installation| E-Commerce,https://projects.co.id/public/browse_projects/view/d16e1b/bot-viewrs-shopee-live-minimal-1rb-viewrs,Rp 2.000.000 - 4.000.000,7
RESET PASSWORD ICLOUD,Python| .NET Micro Framework| .NET Compact Framework| .NET Framework,https://projects.co.id/public/browse_projects/view/bc6e1b/reset-password-icloud,Rp 200.000 - 250.000,1
Pembuatan Whatsapp Verified / Sewa,Telemarketing,https://projects.co.id/public/browse_projects/view/8f6e1b/pembuatan-whatsapp-verified-sewa,Rp 1.000.000 - 3.000.000,5
buat web jasa cek turnitin otomatis,Web Programming| Website,https://projects.co.id/public/browse_projects/view/176e1b/buat-web-jasa-cek-turnitin-otomatis,Rp 750.000 - 1.000.000,7
Re-desain / Buatkan Website Promosi Hompage Game Android,Adobe Illustrator| Web Programming| Website| Wordpress| Web Design| Website Templates| Wordpress Templates| HTML| Bootstrap,https://projects.co.id/public/browse_projects/view/026e1b/re-desain-buatkan-website-promosi-hompage-game-android,Rp 750.000 - 1.000.000,7
Buatkan video untuk reels / tiktok tentang Game Android,Video Editing| Adobe After Effects| Adobe Premiere,https://projects.co.id/public/browse_projects/view/ff6d1b/buatkan-video-untuk-reels-tiktok-tentang-game-android,Rp 200.000 - 250.000,7
Buatkan Video Promosi tentang Game Android (petualangan),Multimedia| Video Editing| Adobe After Effects| Youtube| Video Animation,https://projects.co.id/public/browse_projects/view/fc6d1b/buatkan-video-promosi-tentang-game-android-petualangan,Rp 500.000 - 1.000.000,7
Re-desain / Buat Logo aplikasi Game,CorelDRAW| Logo Design| Adobe PhotoShop| Adobe Illustrator| Adobe Indesign,https://projects.co.id/public/browse_projects/view/f66d1b/re-desain-buat-logo-aplikasi-game,Rp 250.000 - 500.000,7
Pembuatan Web Dristibutor System Management,MySQL| Web Programming| PHP| CodeIgniter| Website| Website Building,https://projects.co.id/public/browse_projects/view/e46d1b/pembuatan-web-dristibutor-system-management,Rp 7.500.000 - 10.000.000,30
Mengajarkan query fdw| dblink| crosstab| materialized view sql,PostgreSQL,https://projects.co.id/public/browse_projects/view/bd6d1b/mengajarkan-query-fdw-dblink-crosstab-materialized-view-sql,Rp 250.000 - 350.000,7
Pembuatan 3D Modeling Skylift 2 Type,3D Animation| 3D Modelling,https://projects.co.id/public/browse_projects/view/a86d1b/pembuatan-3d-modeling-skylift-2-type,Rp 1.000.000 - 1.500.000,7
Buat Website gunakan wordpress,Wordpress,https://projects.co.id/public/browse_projects/view/a26d1b/buat-website-gunakan-wordpress,Rp 500.000 - 1.500.000,7
Perlu bantuan Uplaod ke playsote dan Apple store,React Native,https://projects.co.id/public/browse_projects/view/9c6d1b/perlu-bantuan-uplaod-ke-playsote-dan-apple-store,Rp 200.000 - 300.000,7
Di Butuhkan Jasa SEO Website Untuk Kata Kunci Rental Mobil Bandung,Search Engine Optimization (SEO)| Wordpress| Website Building,https://projects.co.id/public/browse_projects/view/966d1b/di-butuhkan-jasa-seo-website-untuk-kata-kunci-rental-mobil-bandung,Rp 4.000.000 - 10.000.000,7
BUTUH PEMBUATAN FEASIBILITY STUDY,Business Analysis| Business Proposals| Business Plans,https://projects.co.id/public/browse_projects/view/7e6d1b/butuh-pembuatan-feasibility-study,Rp 1.000.000 - 2.000.000,7
Buatkan multi login user | beda user beda menu laravel 8,Laravel Framework,https://projects.co.id/public/browse_projects/view/636d1b/buatkan-multi-login-user-beda-user-beda-menu-laravel-8,Rp 500.000 - 700.000,4
butuh aplikasi penjualan sampah,Java Native| Flutter,https://projects.co.id/public/browse_projects/view/5d6d1b/butuh-aplikasi-penjualan-sampah,Rp 2.000.000 - 4.000.000,14
Membuat meta whatsapp dari fanspage,Social Media Marketing (SMM)| Facebook| Social Media,https://projects.co.id/public/browse_projects/view/986b1b/membuat-meta-whatsapp-dari-fanspage,Rp 250.000 - 300.000,7
Scripts Cek MUTASI APK DANA,jQuery| PHP| MS SQL,https://projects.co.id/public/browse_projects/view/1e6d1b/scripts-cek-mutasi-apk-dana,Rp 5.000.000 - 10.000.000,7
Memunculkan website di pencarian google tanpa iklan berbayar,Website| Website Building,https://projects.co.id/public/browse_projects/view/186d1b/memunculkan-website-di-pencarian-google-tanpa-iklan-berbayar,Rp 250.000 - 500.000,7
Membuat automotion pembalasan chat menggunakan puppeteer NodeJS,NodeJS,https://projects.co.id/public/browse_projects/view/f46c1b/membuat-automotion-pembalasan-chat-menggunakan-puppeteer-nodejs,Rp 500.000 - 1.500.000,7
Butuh surveyor untuk wilayah Bandung,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/d66c1b/butuh-surveyor-untuk-wilayah-bandung,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Bogor,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/d36c1b/butuh-surveyor-untuk-wilayah-bogor,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Depok,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/d06c1b/butuh-surveyor-untuk-wilayah-depok,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Tangerang,Business Analysis| Cashflow Analysis| Statistical Analysis| Analysis,https://projects.co.id/public/browse_projects/view/cd6c1b/butuh-surveyor-untuk-wilayah-tangerang,Rp 500.000 - 2.000.000,7
Butuh surveyor untuk wilayah Bekasi,Business Analysis| Statistical Analysis| Analysis| Data Analysis,https://projects.co.id/public/browse_projects/view/c76c1b/butuh-surveyor-untuk-wilayah-bekasi,Rp 500.000 - 2.000.000,7
BUTUH JASA CONVERT WEBSITE KE WORDPRESS,Wordpress,https://projects.co.id/public/browse_projects/view/be6c1b/butuh-jasa-convert-website-ke-wordpress,Rp 500.000 - 1.500.000,5
Aplikasi Kasir & Sistem Toko Androin Online,Database Programming| Mobile Programming| Android| Web Programming| JavaScript| CSS| Bootstrap| Android studio| Dribbble| Phyton,https://projects.co.id/public/browse_projects/view/866b1b/aplikasi-kasir-amp-sistem-toko-androin-online,Rp 1.000.000 - 1.500.000,7
Tutor untuk olah data skripsi,Technical Support| Technical Analysis,https://projects.co.id/public/browse_projects/view/af6c1b/tutor-untuk-olah-data-skripsi,Rp 500.000 - 750.000,14
Edit Video Tiktok (Hanya 15-20 detik),Audio Editing| Video Editing| Video Production| SVG-Edit| Video Animation,https://projects.co.id/public/browse_projects/view/a36c1b/edit-video-tiktok-hanya-15-20-detik,Rp 50.000 - 70.000,7
Dibutuhkan: Freelancer untuk Pembuatan Toko di Tokopedia (Proyek Tunggal),Internet Marketing,https://projects.co.id/public/browse_projects/view/a6691b/dibutuhkan-freelancer-untuk-pembuatan-toko-di-tokopedia-proyek-tunggal,Rp 250.000 - 300.000,7
Masking hardware fingerprints di python selenium webdriver,Python| JavaScript| Machine Learning,https://projects.co.id/public/browse_projects/view/a76b1b/masking-hardware-fingerprints-di-python-selenium-webdriver,Rp 750.000 - 2.000.000,7
PENGAJAR DIGITAL MARKETING,Internet Marketing| Search Engine Optimization (SEO)| Social Media Marketing (SMM)| Market Research| Marketing Strategy,https://projects.co.id/public/browse_projects/view/fe6b1b/pengajar-digital-marketing,Rp 4.000.000 - 5.000.000,30
Dibutuhkan Advertising (Meta| google| tiktok),Advertising| Marketing Strategy| Google Adsense| Facebook,https://projects.co.id/public/browse_projects/view/976c1b/dibutuhkan-advertising-meta-google-tiktok,Rp 3.000.000 - 5.000.000,30
Pembuatan Artikel,Writing| Copywriter| Content Writer,https://projects.co.id/public/browse_projects/view/76691b/pembuatan-artikel,Rp 110.000 - 125.000,10
Membuat User management dan Menu management dgn CI4,jQuery| PHP| CodeIgniter| Laravel Framework,https://projects.co.id/public/browse_projects/view/7c6c1b/membuat-user-management-dan-menu-management-dgn-ci4,Rp 750.000 - 1.250.000,7
Backend Web dan Aplikasi Baca Komik,MySQL| Java| Wordpress| NodeJS| MongoDB| API Gateway,https://projects.co.id/public/browse_projects/view/676c1b/backend-web-dan-aplikasi-baca-komik,Rp 3.000.000 - 8.000.000,60
Pembuatan aplikasi POS untuk https://loopyeyewear.com/,PHP| Laravel Framework,https://projects.co.id/public/browse_projects/view/3a6c1b/pembuatan-aplikasi-pos-untuk-httpsloopyeyewearcom,Rp 3.500.000 - 7.000.000,7
Ecommerce Multiseller,PHP| Laravel Framework,https://projects.co.id/public/browse_projects/view/d46b1b/ecommerce-multiseller,Rp 10.000.000 - 20.000.000,60
AKUN TIKTOK MONETISASI,Web Programming,https://projects.co.id/public/browse_projects/view/806b1b/akun-tiktok-monetisasi,Rp 750.000 - 1.000.000,7
BOT TWITTER,Python| JavaScript| NodeJS,https://projects.co.id/public/browse_projects/view/836b1b/bot-twitter,Rp 1.000.000 - 1.500.000,30
Membuat Modul Bahasa Indonesia Kelas 8 dan Kelas 9 Kurikulum Merdeka,Writing,https://projects.co.id/public/browse_projects/view/f3671b/membuat-modul-bahasa-indonesia-kelas-8-dan-kelas-9-kurikulum-merdeka,Rp 250.000 - 300.000,14
asisten konsultan,Administrative Support| Business Analysis| Cashflow Analysis| Administration| Analysis| Data Analysis,https://projects.co.id/public/browse_projects/view/666a1b/asisten-konsultan,Rp 500.000 - 1.500.000,7
Integrasi Akun Simpel Indosat ke digiflazz Seller,Web Research| Web Programming| Website| Website Building| Web Scrapping,https://projects.co.id/public/browse_projects/view/e76a1b/integrasi-akun-simpel-indosat-ke-digiflazz-seller,Rp 1.000.000 - 2.000.000,7
Project untuk veteran ReactJS dan Laravel,Laravel Framework| ReactJS,https://projects.co.id/public/browse_projects/view/d56a1b/project-untuk-veteran-reactjs-dan-laravel,Rp 12.000.000 - 15.000.000,60
BIKIN WEBSITE ANDROID FRIENDLY GABUNGAN PPOB dan ONLINESHOP,MySQL| Mobile Programming| Web Programming| Web Design| Website Building| WooCommerce,https://projects.co.id/public/browse_projects/view/91661b/bikin-website-android-friendly-gabungan-ppob-dan-onlineshop,Rp 3.000.000 - 5.000.000,30
Merubah Cyberpanel menjadi cpanel,PHP| CPanel,https://projects.co.id/public/browse_projects/view/cc6a1b/merubah-cyberpanel-menjadi-cpanel,Rp 1.000.000 - 4.000.000,7
Butuh bantuan mengenai penggunaan aplikasi AJAIB,Tutorial/Assistant,https://projects.co.id/public/browse_projects/view/bd6a1b/butuh-bantuan-mengenai-penggunaan-aplikasi-ajaib,Rp 200.000 - 400.000,30
Cari orang buat Landingpage sekaligus pasang pixel dan Event di Dashboard Meta ads,Internet Marketing| Pay-per-Click Marketing (PPC)| Social Media Marketing (SMM)| Wordpress,https://projects.co.id/public/browse_projects/view/ba6a1b/cari-orang-buat-landingpage-sekaligus-pasang-pixel-dan-event-di-dashboard-meta-ads,Rp 250.000 - 300.000,7
Pembuatan crud sederhana dengan vue,VueJS,https://projects.co.id/public/browse_projects/view/a86a1b/pembuatan-crud-sederhana-dengan-vue,Rp 350.000 - 500.000,14
API POS SYSTEM SEPERTI MOKAPOS,MySQL| Java| Java Native| Golang,https://projects.co.id/public/browse_projects/view/9c6a1b/api-pos-system-seperti-mokapos,Rp 3.000.000 - 6.000.000,30
Bot untuk mencari link download file video,Python| .NET Framework| VisualBasic,https://projects.co.id/public/browse_projects/view/966a1b/bot-untuk-mencari-link-download-file-video,Rp 500.000 - 1.000.000,2
Scrape Python untuk mendapat full artikel dari situs berita tertentu,Python| Web Scrapping,https://projects.co.id/public/browse_projects/view/756a1b/scrape-python-untuk-mendapat-full-artikel-dari-situs-berita-tertentu,Rp 500.000 - 600.000,30
Memperbaiki Fitur View Pada Admin Panel Nextjs,MySQL| PHP| Laravel Framework,https://projects.co.id/public/browse_projects/view/ec681b/memperbaiki-fitur-view-pada-admin-panel-nextjs,Rp 150.000 - 200.000,1
Membuat artikel untuk targeting keyword website,Search Engine Optimization (SEO),https://projects.co.id/public/browse_projects/view/3e651b/membuat-artikel-untuk-targeting-keyword-website,Rp 1.000.000 - 1.500.000,7
Di cari yang mengerti backdroop /webshell,Bash/Shell| PHP| HTML,https://projects.co.id/public/browse_projects/view/066a1b/di-cari-yang-mengerti-backdroop-webshell,Rp 450.000 - 500.000,3
Update Phyton Script dan Upload VPS / AWS,AWS Cloud| Phyton,https://projects.co.id/public/browse_projects/view/186a1b/update-phyton-script-dan-upload-vps-aws,Rp 400.000 - 500.000,2
Autentikasi multi-user dengan WhatsApp Web Js,Web Programming,https://projects.co.id/public/browse_projects/view/fd691b/autentikasi-multi-user-dengan-whatsapp-web-js,Rp 750.000 - 1.000.000,7
Soal grafika komputer - TRANSFORMASI 3D,Data Entry| Business Analysis| Database Programming| Administration| Microsoft Excel| Data Analysis| Data Mining| Data Integration| Daz Studio| Data Science,https://projects.co.id/public/browse_projects/view/d3691b/soal-grafika-komputer-transformasi-3d,Rp 500.000 - 700.000,7
Integrasi monday.com dengan tools AI.,Python| JavaScript| PHP,https://projects.co.id/public/browse_projects/view/d0691b/integrasi-mondaycom-dengan-tools-ai,Rp 500.000 - 700.000,7
Dibutuhkan untuk membuat board otomasi sederhana di Monday.com,Python| JavaScript| PHP,https://projects.co.id/public/browse_projects/view/cd691b/dibutuhkan-untuk-membuat-board-otomasi-sederhana-di-mondaycom,Rp 450.000 - 600.000,7
Dicari programmer yang paham sangat PHP| wordpress| javascript| dan mongodb,MySQL| JavaScript| PHP| MongoDB,https://projects.co.id/public/browse_projects/view/b8691b/dicari-programmer-yang-paham-sangat-php-wordpress-javascript-dan-mongodb,Rp 150.000 - 300.000,3
Dibutuhkan Freelancer Dibayar Bulanan Untuk Jangka Panjang,Writing| Content Writer,https://projects.co.id/public/browse_projects/view/53681b/dibutuhkan-freelancer-dibayar-bulanan-untuk-jangka-panjang,Rp 1.800.000 - 2.000.000,7
SOAL PENGOLAHAN CITRA & GRAFIKA KOMPUTER,Data Entry| Database Programming| Mobile Programming| Microsoft Excel| Data Analysis| Data Mining| Data Integration| Matematika| Data Science,https://projects.co.id/public/browse_projects/view/88691b/soal-pengolahan-citra-amp-grafika-komputer,Rp 150.000 - 300.000,7
Bantu selesaikan bab 3,Writing,https://projects.co.id/public/browse_projects/view/73691b/bantu-selesaikan-bab-3,Rp 150.000 - 200.000,7
Memindahkan code web scraping tachiyomi-extension ke aplikasi baru,Java| Web Scrapping| Android studio| Kotlin,https://projects.co.id/public/browse_projects/view/4f691b/memindahkan-code-web-scraping-tachiyomi-extension-ke-aplikasi-baru,Rp 5.000.000 - 5.000.000,14
Social Media Management - Jakarta - Perempuan,Internet Marketing| Social Media Marketing (SMM)| Sales and Marketing| Telemarketing| Administration| Instagram| Social Media,https://projects.co.id/public/browse_projects/view/3d691b/social-media-management-jakarta-perempuan,Rp 3.000.000 - 4.000.000,30
Membuat Web Kursus dengan Wordpress,PHP| CakePHP| Zend Framework| Django Framework| Wordpress| Laravel Framework| ZKoss Framework | Vaadin Framework.| Ionic Framework| Entity Framework,https://projects.co.id/public/browse_projects/view/2b691b/membuat-web-kursus-dengan-wordpress,Rp 500.000 - 1.000.000,7
Solidity smart contract staking,NodeJS,https://projects.co.id/public/browse_projects/view/d7681b/solidity-smart-contract-staking,Rp 1.000.000 - 3.000.000,7
Butuh bantuan translate dokumen ke dalam bahasa inggris dengan menggunakan PHP native,Tutorial/Assistant,https://projects.co.id/public/browse_projects/view/c8681b/butuh-bantuan-translate-dokumen-ke-dalam-bahasa-inggris-dengan-menggunakan-php-native,Rp 750.000 - 1.500.000,30
Script Scape Cek Mutasi mybca.bca.co.id,PHP| NodeJS,https://projects.co.id/public/browse_projects/view/ad681b/script-scape-cek-mutasi-mybcabcacoid,Rp 1.000.000 - 2.000.000,7
Jasa Approve Google Adsense Untuk Website,Advertising| Website| Google Adsense,https://projects.co.id/public/browse_projects/view/71681b/jasa-approve-google-adsense-untuk-website,Rp 200.000 - 500.000,7
Scrape Mutasi BCA Multi Akun Login,PHP| NodeJS,https://projects.co.id/public/browse_projects/view/68681b/scrape-mutasi-bca-multi-akun-login,Rp 1.000.000 - 3.000.000,7
Buatkan HTML,Bootstrap,https://projects.co.id/public/browse_projects/view/65681b/buatkan-html,Rp 300.000 - 500.000,1
Convert project php native ke codeigniter | tentang mikrotik ApI website,CodeIgniter| Visual Studio Code,https://projects.co.id/public/browse_projects/view/35681b/convert-project-php-native-ke-codeigniter-tentang-mikrotik-api-website,Rp 350.000 - 500.000,5
Merubah website yg sudah ada menjadi core WP,PHP| Wordpress,https://projects.co.id/public/browse_projects/view/f9671b/merubah-website-yg-sudah-ada-menjadi-core-wp,Rp 500.000 - 1.000.000,3
Membuat midi lagu anak anak,Audio Production,https://projects.co.id/public/browse_projects/view/e4671b/membuat-midi-lagu-anak-anak,Rp 400.000 - 500.000,7
Pembuatan Aplikasi Google Bulk Inspect URLs,PHP| Google Cloud Platform,https://projects.co.id/public/browse_projects/view/37661b/pembuatan-aplikasi-google-bulk-inspect-urls,Rp 1.500.000 - 3.000.000,10
Sibling "RuangKerja",CakePHP| CodeIgniter| Laravel Framework,https://projects.co.id/public/browse_projects/view/c0671b/sibling-quotruangkerjaquot,Rp 5.000.000 - 7.000.000,30
Perancangan aplikasi e-foodcourt dengan teknologi augmented reality berbasis web,Web Programming| Website,https://projects.co.id/public/browse_projects/view/96671b/perancangan-aplikasi-e-foodcourt-dengan-teknologi-augmented-reality-berbasis-web,Rp 5.000.000 - 10.000.000,30
Butuh bantuan dalam pembuatan API untuk pelaporan ke quickbase,PHP| Tutorial/Assistant,https://projects.co.id/public/browse_projects/view/a2671b/butuh-bantuan-dalam-pembuatan-api-untuk-pelaporan-ke-quickbase,Rp 300.000 - 500.000,30
Buat Web Application E-Office,PHP| CodeIgniter| Laravel Framework| NodeJS,https://projects.co.id/public/browse_projects/view/7e671b/buat-web-application-e-office,Rp 2.500.000 - 8.000.000,30
Menulis 90 butir soal TKP CPNS sesuai kisi,Data Entry| Copywriter,https://projects.co.id/public/browse_projects/view/54671b/menulis-90-butir-soal-tkp-cpns-sesuai-kisi,Rp 280.000 - 370.000,7
Perbaiakn Fungsi Login flutter,Flutter,https://projects.co.id/public/browse_projects/view/e5661b/perbaiakn-fungsi-login-flutter,Rp 150.000 - 300.000,7
Perbaikan Fungsi Electron JS,JavaScript,https://projects.co.id/public/browse_projects/view/e2661b/perbaikan-fungsi-electron-js,Rp 250.000 - 350.000,7
Menerjemahkan naskah kedalam bahasa inggris,Transcription| English,https://projects.co.id/public/browse_projects/view/e8661b/menerjemahkan-naskah-kedalam-bahasa-inggris,Rp 50.000 - 50.000,1
Konvert code PineScript ke PHP atau Python,Python| PHP| Flask Python,https://projects.co.id/public/browse_projects/view/a9661b/konvert-code-pinescript-ke-php-atau-python,Rp 2.000.000 - 4.000.000,14
Cari Worker Untuk Meredesign Game,Unity 3D| Unity,https://projects.co.id/public/browse_projects/view/9a661b/cari-worker-untuk-meredesign-game,Rp 1.500.000 - 3.000.000,7
Bantu Integrasikan Singpass,NodeJS,https://projects.co.id/public/browse_projects/view/9d661b/bantu-integrasikan-singpass,Rp 500.000 - 750.000,1
Cari orang yang bisa buat Landingpage di Berdu & Elementor,Internet Marketing| Pay-per-Click Marketing (PPC)| Wordpress Templates,https://projects.co.id/public/browse_projects/view/85661b/cari-orang-yang-bisa-buat-landingpage-di-berdu-amp-elementor,Rp 250.000 - 300.000,2
Cari Sistem ERP berbasis node.js,NodeJS,https://projects.co.id/public/browse_projects/view/70661b/cari-sistem-erp-berbasis-nodejs,Rp 1.000.000 - 2.000.000,3
Butuh tools yang bisa mencatat segala riwayat terkait setiap data yang ada dalam sistem,Tutorial/Assistant,https://projects.co.id/public/browse_projects/view/34661b/butuh-tools-yang-bisa-mencatat-segala-riwayat-terkait-setiap-data-yang-ada-dalam-sistem,Rp 500.000 - 1.000.000,30
Setting Cloud Server & RDS,Networking| Network Security,https://projects.co.id/public/browse_projects/view/49661b/setting-cloud-server-amp-rds,Rp 10.000.000 - 15.000.000,30
buat web sederhana untuk skripsi,PHP,https://projects.co.id/public/browse_projects/view/22661b/buat-web-sederhana-untuk-skripsi,Rp 750.000 - 1.500.000,10
Content Script Writer / Social Media Strategist,Social Media Marketing (SMM)| Writing| Copywriter| Screenwriting| Content Writer| Social Media,https://projects.co.id/public/browse_projects/view/dd651b/content-script-writer-social-media-strategist,Rp 2.000.000 - 3.000.000,30
Membuat Kotlin Code Sederhana Tampilkan Iklan,Kotlin,https://projects.co.id/public/browse_projects/view/ad651b/membuat-kotlin-code-sederhana-tampilkan-iklan,Rp 150.000 - 200.000,1
edit video untuk content youtube,Video Editing,https://projects.co.id/public/browse_projects/view/35651b/edit-video-untuk-content-youtube,Rp 250.000 - 400.000,3
Menulis 2 artikel,Writing,https://projects.co.id/public/browse_projects/view/32651b/menulis-2-artikel,Rp 110.000 - 121.261,14
cari developer untuk bikin web mirip kitabisa.com,Web Programming| Website| Web Design| Website Building,https://projects.co.id/public/browse_projects/view/2f651b/cari-developer-untuk-bikin-web-mirip-kitabisacom,Rp 2.000.000 - 5.000.000,30
Saya butuh bantuan untuk migrasi email ke server LAMP,Email Support| Linux| CPanel,https://projects.co.id/public/browse_projects/view/11651b/saya-butuh-bantuan-untuk-migrasi-email-ke-server-lamp,Rp 500.000 - 1.000.000,10
Data ASEAN CG Scorecard,Data Science,https://projects.co.id/public/browse_projects/view/d2641b/data-asean-cg-scorecard,Rp 7.500.000 - 15.000.000,14
RECREATE TEMPLATE WEBSITE,Website Templates| CSS Templates| HTML| Bootstrap,https://projects.co.id/public/browse_projects/view/e2631b/recreate-template-website,Rp 350.000 - 500.000,4
UI/UX untuk app Banking,UI Design| UX Design,https://projects.co.id/public/browse_projects/view/8d641b/uiux-untuk-app-banking,Rp 6.000.000 - 10.000.000,30
social media post (foto dan design),Social Media Marketing (SMM)| Graphic Design| Logo Design| UI Design| Social Media,https://projects.co.id/public/browse_projects/view/ab641b/social-media-post-foto-dan-design,Rp 700.000 - 1.000.000,7
Manajemen Proyek,Data Analysis| Copywriter,https://projects.co.id/public/browse_projects/view/a2641b/manajemen-proyek,Rp 130.000 - 150.000,7
Bantuan IT Support,Technical Support| Networking,https://projects.co.id/public/browse_projects/view/8a641b/bantuan-it-support,Rp 2.500.000 - 4.500.000,20
Butuh bantuan dalam melaksanakan manajemen risiko,Tutorial/Assistant,https://projects.co.id/public/browse_projects/view/7e641b/butuh-bantuan-dalam-melaksanakan-manajemen-risiko,Rp 500.000 - 1.000.000,30
Perbaikan tampilan dan fungsi codeigniter,CodeIgniter,https://projects.co.id/public/browse_projects/view/75641b/perbaikan-tampilan-dan-fungsi-codeigniter,Rp 500.000 - 1.000.000,7
Freelance Content Writer,Writing| Content Writer,https://projects.co.id/public/browse_projects/view/09641b/freelance-content-writer,Rp 500.000 - 600.000,30
API CEK DPT,API Gateway,https://projects.co.id/public/browse_projects/view/f7631b/api-cek-dpt,Rp 1.000.000 - 3.000.000,7
Buka file .rar yang di password/encrptyed,.NET/Mono| Python| .NET Micro Framework| .NET Compact Framework| Android| ActionScript| .NET Framework| C/C++| Administration| ActiveDirectory,https://projects.co.id/public/browse_projects/view/eb631b/buka-file-rar-yang-di-passwordencrptyed,Rp 250.000 - 300.000,7
